"","Order","Entry","PLOT","Full_sample","Location","Sample_ID","replication","Day1Germ","Day2Germ","Day3Germ","Day4Germ","Day5Germ","kernels_remaining","UserDay1","UserDay2","UserDay3","UserDay4","UserDay5","notes"
"238",238,"BS713-81","11174","Half","Snyder",119,1,11,11,5,0,0,3,"TR","TR","TR","TR","TR",NA
"239",239,"BS713-82","11175","Half","Snyder",120,2,5,22,3,0,0,0,"KK","KK","KK","KK","KK",NA
"240",240,"BS713-82","11175","Half","Snyder",120,1,5,23,2,0,0,0,"TR","TR","TR","TR","TR",NA
"241",241,"BS713-84","11177","Full","Snyder",121,2,0,6,25,0,0,0,"KK","KK","KK","KK","KK",NA
"242",242,"BS713-84","11177","Full","Snyder",121,1,6,17,6,0,0,1,"TR","TR","TR","TR","TR",NA
"243",243,"BS713-87","11180","Half","Snyder",122,2,12,17,1,0,0,0,"KK","KK","KK","KK","KK",NA
"244",244,"BS713-87","11180","Half","Snyder",122,1,9,19,1,0,0,1,"TR","TR","TR","TR","TR",NA
"245",245,"BS713-89","11182","Half","Snyder",123,2,11,17,2,0,0,0,"KK","KK","KK","KK","KK",NA
"246",246,"BS713-89","11182","Half","Snyder",123,1,8,19,3,0,0,0,"TR","TR","TR","TR","TR",NA
"247",247,"BS713-90","11183","Full","Snyder",124,2,11,13,6,0,0,0,"KK","KK","KK","KK","KK",NA
"248",248,"BS713-90","11183","Full","Snyder",124,1,7,22,1,0,0,0,"TR","TR","TR","TR","TR",NA
"249",249,"BS713-91","11184","Full","Snyder",125,2,2,23,4,1,0,0,"KK","KK","KK","KK","KK",NA
"250",250,"BS713-91","11184","Full","Snyder",125,1,4,22,4,0,0,0,"TR","TR","TR","TR","TR",NA
"251",251,"BS713-92","11185","Half","Snyder",126,2,3,23,4,1,0,0,"KK","KK","KK","KK","KK",NA
"252",252,"BS713-92","11185","Half","Snyder",126,1,2,23,5,0,0,0,"TR","TR","TR","TR","TR",NA
"253",253,"BS713-93","11186","Full","Snyder",127,2,2,28,0,0,0,0,"KK","KK","KK","KK","KK",NA
"254",254,"BS713-93","11186","Full","Snyder",127,1,7,23,0,0,0,0,"TR","TR","TR","TR","TR",NA
"255",255,"BS713-94","11187","Half","Snyder",128,2,8,22,0,0,0,0,"KK","KK","KK","KK","KK",NA
"256",256,"BS713-94","11187","Half","Snyder",128,1,11,19,0,0,0,0,"TR","TR","TR","TR","TR",NA
"257",257,"BS713-95","11188","Full","Snyder",129,2,5,18,7,0,0,0,"KK","KK","KK","KK","KK",NA
"258",258,"BS713-95","11188","Full","Snyder",129,1,3,23,4,0,0,0,"TR","TR","TR","TR","TR",NA
"259",259,"BS713-96","11189","Full","Snyder",130,2,1,25,4,0,0,0,"KK","KK","KK","KK","KK",NA
"260",260,"BS713-96","11189","Full","Snyder",130,1,1,27,6,1,0,0,"TR","TR","TR","TR","TR",NA
"261",261,"BS713-97","11190","Half","Snyder",131,2,8,18,4,0,0,0,"KK","KK","KK","KK","KK",NA
"262",262,"BS713-97","11190","Half","Snyder",131,1,3,23,4,0,0,0,"TR","TR","TR","TR","TR",NA
"263",263,"BS713-98","11191","Full","Snyder",132,2,15,15,0,0,0,0,"KK","KK","KK","KK","KK",NA
"264",264,"BS713-98","11191","Full","Snyder",132,1,17,13,0,0,0,0,"TR","TR","TR","TR","TR",NA
"265",265,"BS713-99","11192","Half","Snyder",133,2,10,19,1,0,0,0,"KK","KK","KK","KK","KK",NA
"266",266,"BS713-99","11192","Half","Snyder",133,1,9,21,0,0,0,0,"TR","TR","TR","TR","TR",NA
"267",267,"BS713-100","11193","Half","Snyder",134,2,3,17,10,0,0,0,"KK","KK","KK","KK","KK",NA
"268",268,"BS713-100","11193","Half","Snyder",134,1,4,20,6,0,0,0,"TR","TR","TR","TR","TR",NA
"269",269,"BS713-102","11195","Full","Snyder",135,2,5,20,5,1,0,0,"KK","KK","KK","KK","KK",NA
"270",270,"BS713-102","11195","Full","Snyder",135,1,3,14,13,0,0,0,"TR","TR","TR","TR","TR",NA
"271",271,"BS713-104","11197","Full","Snyder",136,2,6,20,4,0,0,0,"KK","KK","KK","KK","KK",NA
"272",272,"BS713-104","11197","Full","Snyder",136,1,1,27,1,0,0,1,"TR","TR","TR","TR","TR",NA
"273",273,"BS713-106","11199","Full","Snyder",137,2,12,12,5,0,0,0,"KK","KK","KK","KK","KK",NA
"274",274,"BS713-106","11199","Full","Snyder",137,1,7,20,3,0,0,0,"TR","TR","TR","TR","TR",NA
"275",275,"Flavia","11200","Full","Snyder",138,2,8,22,0,0,0,0,"KK","KK","KK","KK","KK",NA
"276",276,"Flavia","11200","Full","Snyder",138,1,10,20,0,0,0,0,"TR","TR","TR","TR","TR",NA
"277",277,"DH130910","11202","Full","Snyder",139,2,8,10,12,0,0,0,"KK","KK","KK","KK","KK",NA
"278",278,"DH130910","11202","Full","Snyder",139,1,0,8,22,0,0,0,"TR","TR","TR","TR","TR",NA
"279",279,"BS713-108","11206","Full","Snyder",140,2,7,21,2,0,0,0,"KK","KK","KK","KK","KK",NA
"280",280,"BS713-108","11206","Full","Snyder",140,1,8,20,2,0,0,0,"TR","TR","TR","TR","TR",NA
"281",281,"BS713-109","11207","Full","Snyder",141,2,11,19,0,0,0,0,"KK","KK","KK","KK","KK",NA
"282",282,"BS713-109","11207","Full","Snyder",141,1,9,20,1,0,0,0,"TR","TR","TR","TR","TR",NA
"283",283,"BS713-110","11208","Full","Snyder",142,2,17,13,0,0,0,0,"KK","KK","KK","KK","KK",NA
"284",284,"BS713-110","11208","Full","Snyder",142,1,16,14,0,0,0,0,"TR","TR","TR","TR","TR",NA
"285",285,"BS713-112","11210","Full","Snyder",143,2,11,19,0,0,0,0,"KK","KK","KK","KK","KK",NA
"286",286,"BS713-112","11210","Full","Snyder",143,1,7,20,2,0,0,1,"TR","TR","TR","TR","TR",NA
"287",287,"BS713-113","11211","Full","Snyder",144,2,3,26,1,0,0,0,"KK","KK","KK","KK","KK",NA
"288",288,"BS713-113","11211","Full","Snyder",144,1,7,22,1,0,0,0,"TR","TR","TR","TR","TR",NA
"289",289,"BS714-114","11212","Half","Snyder",145,2,10,18,0,0,NA,NA,"KK","KK","KK","KK","KK",NA
"290",290,"BS714-114","11212","Half","Snyder",145,1,19,11,0,0,0,0,"TR","TR","TR","TR","TR",NA
"291",291,"BS714-123","11221","Full","Snyder",146,2,19,11,0,0,0,0,"KK","KK","KK","KK","KK",NA
"292",292,"BS714-123","11221","Full","Snyder",146,1,11,15,3,0,0,1,"TR","TR","TR","TR","TR",NA
"293",293,"BS714-124","11222","Full","Snyder",147,2,13,16,1,0,0,0,"KK","KK","KK","KK","KK",NA
"294",294,"BS714-124","11222","Full","Snyder",147,1,11,16,3,0,0,0,"TR","TR","TR","TR","TR",NA
"295",295,"BS714-125","11223","Full","Snyder",148,2,7,18,5,0,0,0,"KK","KK","KK","KK","KK",NA
"296",296,"BS714-125","11223","Full","Snyder",148,1,3,25,2,0,0,0,"TR","TR","TR","TR","TR",NA
"297",297,"BS714-127","11225","Half","Snyder",149,2,6,15,5,2,2,0,"KK","KK","KK","KK","KK",NA
"298",298,"BS714-127","11225","Half","Snyder",149,1,7,14,6,0,0,3,"TR","TR","TR","TR","TR",NA
"299",299,"BS714-128","11226","Full","Snyder",150,2,9,20,1,0,0,0,"KK","KK","KK","KK","KK",NA
"300",300,"BS714-128","11226","Full","Snyder",150,1,4,21,4,0,0,1,"TR","TR","TR","TR","TR",NA
"301",301,"BS715-134","11232","Half","Snyder",151,2,14,14,2,0,0,0,"KK","KK","KK","KK","KK",NA
"302",302,"BS715-134","11232","Half","Snyder",151,1,4,23,3,0,0,0,"TR","TR","TR","TR","TR",NA
"303",303,"BS715-135","11233","Half","Snyder",152,2,11,18,1,0,0,0,"KK","KK","KK","KK","KK",NA
"304",304,"BS715-135","11233","Half","Snyder",152,1,5,24,1,0,0,0,"TR","TR","TR","TR","TR",NA
"305",305,"BS715-136","11234","Full","Snyder",153,2,5,24,1,0,0,0,"KK","KK","KK","KK","KK",NA
"306",306,"BS715-136","11234","Full","Snyder",153,1,2,28,0,0,0,0,"TR","TR","TR","TR","TR",NA
"307",307,"BS715-137","11235","Half","Snyder",154,2,NA,NA,NA,NA,NA,NA,"KK","KK","KK","KK","KK",NA
"308",308,"BS715-137","11235","Half","Snyder",154,1,NA,NA,NA,NA,NA,NA,"TR","TR","TR","TR","TR",NA
"309",309,"BS715-138","11236","Half","Snyder",155,2,14,16,0,0,0,0,"KK","KK","KK","KK","KK",NA
"310",310,"BS715-138","11236","Half","Snyder",155,1,6,23,0,0,0,0,"TR","TR","TR","TR","TR",NA
"311",311,"BS715-139","11237","Full","Snyder",156,2,7,23,0,0,0,0,"KK","KK","KK","KK","KK",NA
"312",312,"BS715-139","11237","Full","Snyder",156,1,6,22,2,0,0,0,"TR","TR","TR","TR","TR",NA
"313",313,"BS715-140","11238","Full","Snyder",157,2,10,20,0,0,0,0,"KK","KK","KK","KK","KK",NA
"314",314,"BS715-140","11238","Full","Snyder",157,1,8,21,1,0,0,0,"TR","TR","TR","TR","TR",NA
"315",315,"BS715-142","11240","Full","Snyder",158,2,5,17,8,0,0,0,"KK","KK","KK","KK","KK",NA
"316",316,"BS715-142","11240","Full","Snyder",158,1,4,17,9,0,0,0,"TR","TR","TR","TR","TR",NA
"317",317,"BS715-143","11241","Half","Snyder",159,2,2,25,3,0,0,0,"KK","KK","KK","KK","KK",NA
"318",318,"BS715-143","11241","Half","Snyder",159,1,3,26,1,0,0,0,"TR","TR","TR","TR","TR",NA
"319",319,"BS715-144","11242","Full","Snyder",160,2,2,9,11,5,2,1,"KK","KK","KK","KK","KK",NA
"320",320,"BS715-144","11242","Full","Snyder",160,1,5,14,5,3,2,1,"TR","TR","TR","TR","TR",NA
"321",321,"BS716-145","11243","Half","Snyder",161,2,10,20,0,0,0,0,"KK","KK","KK","KK","KK",NA
"322",322,"BS716-145","11243","Half","Snyder",161,1,9,19,2,0,0,0,"TR","TR","TR","TR","TR",NA
"323",323,"BS807-1","11244","Full","Snyder",162,2,2,24,4,0,0,0,"KK","KK","KK","KK","KK",NA
"324",324,"BS807-1","11244","Full","Snyder",162,1,0,27,3,0,0,0,"TR","TR","TR","TR","TR",NA
"325",325,"BS807-2","11245","Half","Snyder",163,2,12,18,0,0,0,0,"KK","KK","KK","KK","KK",NA
"326",326,"BS807-2","11245","Half","Snyder",163,1,6,23,0,0,0,0,"TR","TR","TR","TR","TR",NA
"327",327,"BS807-3","11246","Full","Snyder",164,2,7,23,0,0,0,0,"KK","KK","KK","KK","KK",NA
"328",328,"BS807-3","11246","Full","Snyder",164,1,6,22,1,0,0,1,"TR","TR","TR","TR","TR",NA
"329",329,"BS808-5","11248","Half","Snyder",165,2,6,23,1,0,0,0,"KK","KK","KK","KK","KK",NA
"330",330,"BS808-5","11248","Half","Snyder",165,1,1,26,3,0,0,0,"TR","TR","TR","TR","TR",NA
"331",331,"BS808-6","11249","Half","Snyder",166,2,2,17,11,0,0,0,"KK","KK","KK","KK","KK",NA
"332",332,"BS808-6","11249","Half","Snyder",166,1,1,20,7,0,0,2,"TR","TR","TR","TR","TR",NA
"333",333,"Charles","11250","Full","Snyder",167,2,15,15,0,0,0,0,"KK","KK","KK","KK","KK",NA
"334",334,"Charles","11250","Full","Snyder",167,1,16,14,0,0,0,0,"TR","TR","TR","TR","TR",NA
"335",335,"BS810-7","11252","Full","Snyder",168,2,1,28,1,0,0,0,"KK","KK","KK","KK","KK",NA
"336",336,"BS810-7","11252","Full","Snyder",168,1,2,27,1,0,0,0,"TR","TR","TR","TR","TR",NA
"337",337,"BS810-8","11253","Half","Snyder",169,2,14,16,0,0,0,0,"KK","KK","KK","KK","KK",NA
"338",338,"BS810-8","11253","Half","Snyder",169,1,13,17,0,0,0,0,"TR","TR","TR","TR","TR",NA
"339",339,"BS810-9","11254","Half","Snyder",170,2,14,16,0,0,0,0,"KK","KK","KK","KK","KK",NA
"340",340,"BS810-9","11254","Half","Snyder",170,1,16,13,1,0,0,0,"TR","TR","TR","TR","TR",NA
"341",341,"BS810-11","11256","Half","Snyder",171,2,8,18,3,1,0,0,"KK","KK","KK","KK","KK",NA
"342",342,"BS810-11","11256","Half","Snyder",171,1,10,19,1,0,0,0,"TR","TR","TR","TR","TR",NA
"343",343,"BS810-12","11257","Half","Snyder",172,2,7,20,2,1,0,0,"KK","KK","KK","KK","KK",NA
"344",344,"BS810-12","11257","Half","Snyder",172,1,5,22,3,0,0,0,"TR","TR","TR","TR","TR",NA
"345",345,"BS810-16","11261","Full","Snyder",173,2,3,23,4,0,0,0,"KK","KK","KK","KK","KK",NA
"346",346,"BS810-16","11261","Full","Snyder",173,1,8,17,4,0,0,1,"TR","TR","TR","TR","TR",NA
"347",347,"BS811-17","11262","Half","Snyder",174,2,14,15,1,0,0,0,"KK","KK","KK","KK","KK",NA
"348",348,"BS811-17","11262","Half","Snyder",174,1,11,19,0,0,0,0,"TR","TR","TR","TR","TR",NA
"349",349,"BS811-18","11263","Half","Snyder",175,2,14,15,0,1,0,0,"KK","KK","KK","KK","KK",NA
"350",350,"BS811-18","11263","Half","Snyder",175,1,12,18,0,0,0,0,"TR","TR","TR","TR","TR",NA
"351",351,"BS811-19","11264","Full","Snyder",176,2,4,23,3,0,0,0,"KK","KK","KK","KK","KK",NA
"352",352,"BS811-19","11264","Full","Snyder",176,1,3,26,0,0,0,1,"TR","TR","TR","TR","TR",NA
"353",353,"BS811-20","11265","Half","Snyder",177,2,15,15,0,0,0,0,"KK","KK","KK","KK","KK",NA
"354",354,"BS811-20","11265","Half","Snyder",177,1,12,18,0,0,0,0,"TR","TR","TR","TR","TR",NA
"355",355,"BS811-21","11266","Half","Snyder",178,2,6,22,2,0,0,0,"KK","KK","KK","KK","KK",NA
"356",356,"BS811-21","11266","Half","Snyder",178,1,7,16,7,0,0,0,"TR","TR","TR","TR","TR",NA
"357",357,"BS811-22","11267","Half","Snyder",179,2,13,16,0,1,0,0,"KK","KK","KK","KK","KK",NA
"358",358,"BS811-22","11267","Half","Snyder",179,1,9,20,1,0,0,0,"TR","TR","TR","TR","TR",NA
"359",359,"BS811-23","11268","Half","Snyder",180,2,20,10,0,0,0,0,"KK","KK","KK","KK","KK",NA
"360",360,"BS811-23","11268","Half","Snyder",180,1,16,14,0,0,0,0,"TR","TR","TR","TR","TR",NA
"361",361,"BS811-24","11269","Full","Snyder",181,2,3,27,0,0,0,0,"KK","KK","KK","KK","KK",NA
"362",362,"BS811-24","11269","Full","Snyder",181,1,3,26,1,0,0,0,"TR","TR","TR","TR","TR",NA
"363",363,"BS811-25","11270","Full","Snyder",182,2,4,25,1,0,0,0,"KK","KK","KK","KK","KK",NA
"364",364,"BS811-25","11270","Full","Snyder",182,1,4,26,0,0,0,0,"TR","TR","TR","TR","TR",NA
"365",365,"BS811-26","11271","Full","Snyder",183,2,17,13,0,0,0,0,"KK","KK","KK","KK","KK",NA
"366",366,"BS811-26","11271","Full","Snyder",183,1,10,20,0,0,0,0,"TR","TR","TR","TR","TR",NA
"367",367,"BS811-27","11272","Half","Snyder",184,2,12,16,1,1,0,0,"KK","KK","KK","KK","KK",NA
"368",368,"BS811-27","11272","Half","Snyder",184,1,12,18,2,0,0,0,"TR","TR","TR","TR","TR",NA
"369",369,"BS811-28","11273","Half","Snyder",185,2,4,26,0,0,0,0,"KK","KK","KK","KK","KK",NA
"370",370,"BS811-28","11273","Half","Snyder",185,1,3,25,2,0,0,0,"TR","TR","TR","TR","TR",NA
"371",371,"BS811-29","11274","Half","Snyder",186,2,15,13,2,0,0,0,"KK","KK","KK","KK","KK",NA
"372",372,"BS811-29","11274","Half","Snyder",186,1,12,17,1,0,0,0,"TR","TR","TR","TR","TR",NA
"373",373,"BS811-30","11275","Half","Snyder",187,2,12,16,2,0,0,0,"KK","KK","KK","KK","KK",NA
"374",374,"BS811-30","11275","Half","Snyder",187,1,5,23,2,0,0,0,"TR","TR","TR","TR","TR",NA
"375",375,"BS811-31","11276","Half","Snyder",188,2,4,23,3,0,0,0,"KK","KK","KK","KK","KK",NA
"376",376,"BS811-31","11276","Half","Snyder",188,1,2,26,2,0,0,0,"TR","TR","TR","TR","TR",NA
"377",377,"BS811-32","11277","Full","Snyder",189,2,7,19,4,0,0,0,"KK","KK","KK","KK","KK",NA
"378",378,"BS811-32","11277","Full","Snyder",189,1,6,22,2,0,0,0,"TR","TR","TR","TR","TR",NA
"379",379,"BS811-33","11278","Half","Snyder",190,2,11,16,3,0,0,0,"KK","KK","KK","KK","KK",NA
"380",380,"BS811-33","11278","Half","Snyder",190,1,11,16,2,0,0,1,"TR","TR","TR","TR","TR",NA
"381",381,"BS811-34","11279","Half","Snyder",191,2,4,18,6,2,0,0,"KK","KK","KK","KK","KK",NA
"382",382,"BS811-34","11279","Half","Snyder",191,1,6,20,4,0,0,0,"TR","TR","TR","TR","TR",NA
"383",383,"BS811-36","11281","Full","Snyder",192,2,8,22,0,0,0,0,"KK","KK","KK","KK","KK",NA
"384",384,"BS811-36","11281","Full","Snyder",192,1,13,15,2,0,0,0,"TR","TR","TR","TR","TR",NA
"385",385,"BS811-37","11282","Half","Snyder",193,2,10,15,5,0,0,0,"KK","KK","KK","KK","KK",NA
"386",386,"BS811-37","11282","Half","Snyder",193,1,9,19,2,0,0,0,"TR","TR","TR","TR","TR",NA
"387",387,"BS811-38","11283","Half","Snyder",194,2,3,20,6,0,0,0,"KK","KK","KK","KK","KK",NA
"388",388,"BS811-38","11283","Half","Snyder",194,1,4,23,3,0,0,0,"TR","TR","TR","TR","TR",NA
"389",389,"BS811-39","11284","Full","Snyder",195,2,12,17,0,0,1,0,"KK","KK","KK","KK","KK",NA
"390",390,"BS811-39","11284","Full","Snyder",195,1,10,20,0,0,0,0,"TR","TR","TR","TR","TR",NA
"391",391,"BS811-40","11285","Full","Snyder",196,2,9,20,1,0,0,0,"KK","KK","KK","KK","KK",NA
"392",392,"BS811-40","11285","Full","Snyder",196,1,5,22,1,0,1,1,"TR","TR","TR","TR","TR",NA
"393",393,"BS811-41","11286","Half","Snyder",197,2,5,15,10,0,0,0,"KK","KK","KK","KK","KK",NA
"394",394,"BS811-41","11286","Half","Snyder",197,1,2,16,12,0,0,0,"TR","TR","TR","TR","TR",NA
"395",395,"BS811-42","11287","Full","Snyder",198,2,5,22,3,0,0,0,"KK","KK","KK","KK","KK",NA
"396",396,"BS811-42","11287","Full","Snyder",198,1,8,20,0,1,0,1,"TR","TR","TR","TR","TR",NA
"397",397,"BS811-43","11288","Full","Snyder",199,2,8,17,5,0,0,0,"KK","KK","KK","KK","KK",NA
"398",398,"BS811-43","11288","Full","Snyder",199,1,3,16,11,0,0,0,"TR","TR","TR","TR","TR",NA
"399",399,"BS811-44","11289","Half","Snyder",200,2,12,17,1,0,1,0,"KK","KK","KK","KK","KK",NA
"400",400,"BS811-44","11289","Half","Snyder",200,1,6,22,2,0,0,0,"TR","TR","TR","TR","TR",NA
"401",401,"BS812-45","11290","Full","Snyder",201,2,13,17,0,0,0,0,"KK","KK","KK","KK","KK",NA
"402",402,"BS812-45","11290","Full","Snyder",201,1,10,20,0,0,0,0,"TR","TR","TR","TR","TR",NA
"403",403,"BS812-46","11291","Full","Snyder",202,2,13,17,0,0,0,0,"KK","KK","KK","KK","KK",NA
"404",404,"BS812-46","11291","Full","Snyder",202,1,13,22,0,0,0,0,"TR","TR","TR","TR","TR",NA
"405",405,"BS812-47","11292","Full","Snyder",203,2,5,25,0,0,0,0,"KK","KK","KK","KK","KK",NA
"406",406,"BS812-47","11292","Full","Snyder",203,1,2,27,1,0,0,0,"TR","TR","TR","TR","TR",NA
"407",407,"BS812-48","11293","Full","Snyder",204,2,6,22,0,1,1,0,"KK","KK","KK","KK","KK",NA
"408",408,"BS812-48","11293","Full","Snyder",204,1,5,23,2,0,0,0,"TR","TR","TR","TR","TR",NA
"409",409,"BS812-49","11294","Full","Snyder",205,2,18,11,1,0,0,0,"KK","KK","KK","KK","KK",NA
"410",410,"BS812-49","11294","Full","Snyder",205,1,14,16,0,0,0,0,"TR","TR","TR","TR","TR",NA
"411",411,"BS812-50","11295","Half","Snyder",206,2,2,17,10,0,0,1,"KK","KK","KK","KK","KK",NA
"412",412,"BS812-50","11295","Half","Snyder",206,1,0,20,9,0,0,1,"TR","TR","TR","TR","TR",NA
"413",413,"BS812-52","11297","Full","Snyder",207,2,8,18,2,0,1,0,"KK","KK","KK","KK","KK",NA
"414",414,"BS812-52","11297","Full","Snyder",207,1,9,19,1,0,0,1,"TR","TR","TR","TR","TR",NA
"415",415,"BS812-53","11298","Half","Snyder",208,2,7,23,0,0,0,0,"KK","KK","KK","KK","KK",NA
"416",416,"BS812-53","11298","Half","Snyder",208,1,5,24,1,0,0,0,"TR","TR","TR","TR","TR",NA
"417",417,"BS812-54","11299","Full","Snyder",209,2,3,22,5,0,0,0,"KK","KK","KK","KK","KK",NA
"418",418,"BS812-54","11299","Full","Snyder",209,1,6,18,6,0,0,0,"TR","TR","TR","TR","TR",NA
"419",419,"Flavia","11300","Full","Snyder",210,2,8,22,0,0,0,0,"KK","KK","KK","KK","KK",NA
"420",420,"Flavia","11300","Full","Snyder",210,1,10,20,0,0,0,0,"TR","TR","TR","TR","TR",NA
"421",421,"DH130910","11302","Full","Snyder",211,2,6,19,5,0,0,0,"KK","KK","KK","KK","KK",NA
"422",422,"DH130910","11302","Full","Snyder",211,1,8,17,4,0,0,1,"TR","TR","TR","TR","TR",NA
"423",423,"BS812-55","11305","Half","Snyder",212,2,11,19,0,0,0,0,"KK","KK","KK","KK","KK",NA
"424",424,"BS812-55","11305","Half","Snyder",212,1,9,20,1,0,0,0,"TR","TR","TR","TR","TR",NA
"425",425,"BS812-56","11306","Half","Snyder",213,2,6,23,1,0,0,0,"KK","KK","KK","KK","KK",NA
"426",426,"BS812-56","11306","Half","Snyder",213,1,6,23,1,0,0,0,"TR","TR","TR","TR","TR",NA
"427",427,"BS812-57","11307","Full","Snyder",214,2,2,24,6,0,0,0,"KK","KK","KK","KK","KK",NA
"428",428,"BS812-57","11307","Full","Snyder",214,1,2,28,0,0,0,0,"TR","TR","TR","TR","TR",NA
"429",429,"BS812-58","11308","Half","Snyder",215,2,7,21,2,1,0,0,"KK","KK","KK","KK","KK",NA
"430",430,"BS812-58","11308","Half","Snyder",215,1,5,23,2,0,0,0,"TR","TR","TR","TR","TR",NA
"431",431,"BS812-59","11309","Full","Snyder",216,2,13,17,0,0,0,0,"KK","KK","KK","KK","KK",NA
"432",432,"BS812-59","11309","Full","Snyder",216,1,14,15,1,0,0,0,"TR","TR","TR","TR","TR",NA
"433",433,"BS812-60","11310","Half","Snyder",217,2,10,15,3,1,0,0,"KK","KK","KK","KK","KK",NA
"434",434,"BS812-60","11310","Half","Snyder",217,1,6,19,4,0,0,1,"TR","TR","TR","TR","TR",NA
"435",435,"BS812-61","11311","Full","Snyder",218,2,11,19,0,0,0,0,"KK","KK","KK","KK","KK",NA
"436",436,"BS812-61","11311","Full","Snyder",218,1,11,18,1,0,0,0,"TR","TR","TR","TR","TR",NA
"437",437,"BS812-62","11312","Half","Snyder",219,2,10,19,1,0,0,0,"KK","KK","KK","KK","KK",NA
"438",438,"BS812-62","11312","Half","Snyder",219,1,4,22,3,1,0,0,"TR","TR","TR","TR","TR",NA
"439",439,"BS812-63","11313","Full","Snyder",220,2,12,18,0,0,0,0,"KK","KK","KK","KK","KK",NA
"440",440,"BS812-63","11313","Full","Snyder",220,1,5,24,1,0,0,0,"TR","TR","TR","TR","TR",NA
"441",441,"BS812-65","11315","Full","Snyder",221,2,6,17,7,0,0,0,"KK","KK","KK","KK","KK",NA
"442",442,"BS812-65","11315","Full","Snyder",221,1,6,16,6,1,0,1,"TR","TR","TR","TR","TR",NA
"443",443,"BS812-66","11316","Full","Snyder",222,2,7,19,1,0,0,1,"KK","KK","KK","KK","KK",NA
"444",444,"BS812-66","11316","Full","Snyder",222,1,9,19,2,0,0,0,"TR","TR","TR","TR","TR",NA
"445",445,"BS812-67","11317","Full","Snyder",223,2,2,26,2,0,0,0,"KK","KK","KK","KK","KK",NA
"446",446,"BS812-67","11317","Full","Snyder",223,1,2,28,0,0,0,0,"TR","TR","TR","TR","TR",NA
"447",447,"BS812-68","11318","Full","Snyder",224,2,3,22,4,1,0,0,"KK","KK","KK","KK","KK",NA
"448",448,"BS812-68","11318","Full","Snyder",224,1,6,19,2,2,0,1,"TR","TR","TR","TR","TR",NA
"449",449,"BS812-69","11319","Full","Snyder",225,2,8,19,4,0,0,0,"KK","KK","KK","KK","KK",NA
"450",450,"BS812-69","11319","Full","Snyder",225,1,4,22,4,0,0,0,"TR","TR","TR","TR","TR",NA
"451",451,"BS812-70","11320","Full","Snyder",226,2,11,19,0,0,0,0,"KK","KK","KK","KK","KK",NA
"452",452,"BS812-70","11320","Full","Snyder",226,1,14,16,0,0,0,0,"TR","TR","TR","TR","TR",NA
"453",453,"BS812-71","11321","Full","Snyder",227,2,3,26,1,0,0,0,"KK","KK","KK","KK","KK",NA
"454",454,"BS812-71","11321","Full","Snyder",227,1,2,27,1,0,0,0,"TR","TR","TR","TR","TR",NA
"455",455,"BS812-72","11322","Half","Snyder",228,2,6,23,0,0,1,0,"KK","KK","KK","KK","KK",NA
"456",456,"BS812-72","11322","Half","Snyder",228,1,6,24,0,0,0,0,"TR","TR","TR","TR","TR",NA
"457",457,"BS812-73","11323","Full","Snyder",229,2,12,17,1,0,0,0,"KK","KK","KK","KK","KK",NA
"458",458,"BS812-73","11323","Full","Snyder",229,1,12,17,1,0,0,0,"TR","TR","TR","TR","TR",NA
"459",459,"BS812-76","11326","Full","Snyder",230,2,7,16,5,1,1,0,"KK","KK","KK","KK","KK",NA
"460",460,"BS812-76","11326","Full","Snyder",230,1,4,21,5,0,0,0,"TR","TR","TR","TR","TR",NA
"461",461,"BS812-77","11327","Full","Snyder",231,2,8,21,1,0,0,0,"KK","KK","KK","KK","KK",NA
"462",462,"BS812-77","11327","Full","Snyder",231,1,10,20,0,0,0,0,"TR","TR","TR","TR","TR",NA
"463",463,"BS812-79","11329","Full","Snyder",232,2,6,24,0,0,0,0,"KK","KK","KK","KK","KK",NA
"464",464,"BS812-79","11329","Full","Snyder",232,1,7,23,0,0,0,0,"TR","TR","TR","TR","TR",NA
"465",465,"BS812-80","11330","Full","Snyder",233,2,14,16,0,0,0,0,"KK","KK","KK","KK","KK",NA
"466",466,"BS812-80","11330","Full","Snyder",233,1,16,14,0,0,0,0,"TR","TR","TR","TR","TR",NA
"467",467,"BS812-84","11334","Half","Snyder",234,2,NA,NA,NA,NA,NA,NA,"KK","KK","KK","KK","KK",NA
"468",468,"BS812-84","11334","Half","Snyder",234,1,NA,NA,NA,NA,NA,NA,"TR","TR","TR","TR","TR",NA
"469",469,"BS813-85","11335","Half","Snyder",235,2,17,13,0,0,0,0,"KK","KK","KK","KK","KK",NA
"470",470,"BS813-85","11335","Half","Snyder",235,1,18,12,0,0,0,0,"TR","TR","TR","TR","TR",NA
"471",471,"BS813-86","11336","Full","Snyder",236,2,13,17,0,0,0,0,"KK","KK","KK","KK","KK",NA
"472",472,"BS813-86","11336","Full","Snyder",236,1,9,19,2,0,0,0,"TR","TR","TR","TR","TR",NA
"473",473,"BS813-87","11337","Half","Snyder",237,2,12,16,1,1,0,0,"KK","KK","KK","KK","KK",NA
"474",474,"BS813-87","11337","Half","Snyder",237,1,7,23,0,0,0,0,"TR","TR","TR","TR","TR",NA
"475",475,"BS813-88","11338","Full","Snyder",238,2,10,20,0,0,0,0,"KK","KK","KK","KK","KK",NA
"476",476,"BS813-88","11338","Full","Snyder",238,1,9,21,0,0,0,0,"TR","TR","TR","TR","TR",NA
