,Entry,PLOT,Full_sample,Check,Sample_ID,replication,Day1Germ,Day2Germ,Day3Germ,Day4Germ,Day5Germ,kernels_remaining,Mold_kern,Cooler,note,UserDay1,UserDay2,UserDay3,UserDay4,UserDay5,Year,Location,Timepoint,PM_at_plating,Experiment
443,BS812-66,11316,Full,B,222,1,6,21,2,0,0,1,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
444,BS812-66,11316,Full,B,222,2,7,21,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
445,BS812-67,11317,Full,B,223,1,1,28,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
446,BS812-67,11317,Full,B,223,2,3,27,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
447,BS812-68,11318,Full,B,224,1,2,21,7,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
448,BS812-68,11318,Full,B,224,2,3,23,1,2,0,1,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
449,BS812-69,11319,Full,B,225,1,4,25,0,0,1,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
450,BS812-69,11319,Full,B,225,2,7,22,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
451,BS812-70,11320,Full,B,226,1,9,21,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
452,BS812-70,11320,Full,B,226,2,9,21,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
453,BS812-71,11321,Full,B,227,1,0,26,4,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
454,BS812-71,11321,Full,B,227,2,2,26,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
455,BS812-72,11322,Half,B,228,1,4,26,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
456,BS812-72,11322,Half,B,228,2,2,28,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
457,BS812-73,11323,Full,B,229,1,13,17,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
458,BS812-73,11323,Full,B,229,2,9,20,0,0,0,1,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
459,BS812-76,11326,Full,B,230,1,5,23,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
460,BS812-76,11326,Full,B,230,2,8,17,5,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
461,BS812-77,11327,Full,B,231,1,9,21,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
462,BS812-77,11327,Full,B,231,2,11,18,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
463,BS812-79,11329,Full,B,232,1,5,24,0,0,0,1,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
464,BS812-79,11329,Full,B,232,2,9,21,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
465,BS812-80,11330,Full,B,233,1,19,11,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
466,BS812-80,11330,Full,B,233,2,16,13,0,0,0,1,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
467,BS812-84,11334,Half,B,234,1,NA,NA,NA,NA,NA,NA,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
468,BS812-84,11334,Half,B,234,2,NA,NA,NA,NA,NA,NA,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
469,BS813-85,11335,Half,B,235,1,13,16,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
470,BS813-85,11335,Half,B,235,2,12,15,3,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
471,BS813-86,11336,Full,B,236,1,10,20,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
472,BS813-86,11336,Full,B,236,2,14,16,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
473,BS813-87,11337,Half,B,237,1,2,19,9,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
474,BS813-87,11337,Half,B,237,2,8,19,0,0,1,2,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
475,BS813-88,11338,Full,B,238,1,19,11,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
476,BS813-88,11338,Full,B,238,2,18,12,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
477,BS813-90,11340,Full,B,239,1,14,15,0,1,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
478,BS813-90,11340,Full,B,239,2,12,15,1,0,0,2,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
479,BS813-91,11341,Full,B,240,1,6,24,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
480,BS813-91,11341,Full,B,240,2,12,18,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
481,BS813-92,11342,Half,B,241,1,0,28,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
482,BS813-92,11342,Half,B,241,2,4,26,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
483,BS813-93,11343,Half,B,242,1,7,22,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
484,BS813-93,11343,Half,B,242,2,5,23,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
485,BS813-94,11344,Full,B,243,1,0,24,6,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
486,BS813-94,11344,Full,B,243,2,0,27,3,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
487,BS813-95,11345,Full,B,244,1,14,16,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
488,BS813-95,11345,Full,B,244,2,10,19,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
489,BS813-96,11346,Half,B,245,1,17,12,0,0,0,1,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
490,BS813-96,11346,Half,B,245,2,13,16,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
491,BS813-97,11347,Half,B,246,1,7,17,0,1,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
492,BS813-97,11347,Half,B,246,2,2,26,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
493,BS813-98,11348,Half,B,247,1,10,18,0,0,0,2,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
494,BS813-98,11348,Half,B,247,2,8,19,1,0,0,2,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
495,BS813-99,11349,Full,B,248,1,6,22,1,1,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
496,BS813-99,11349,Full,B,248,2,6,23,0,0,0,1,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
497,Check 6-Charles,11350,Full,C,249,1,9,20,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
498,Check 6-Charles,11350,Full,C,249,2,9,21,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
499,BS813-100,11352,Full,B,250,1,2,25,2,0,0,1,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
500,BS813-100,11352,Full,B,250,2,1,27,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
501,BS813-101,11353,Full,B,251,1,4,25,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
502,BS813-101,11353,Full,B,251,2,1,28,0,0,0,1,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
503,BS813-102,11354,Half,B,252,1,6,23,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
504,BS813-102,11354,Half,B,252,2,4,26,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
505,BS813-103,11355,Full,B,253,1,3,24,3,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
506,BS813-103,11355,Full,B,253,2,4,22,4,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
507,BS813-105,11357,Half,B,254,1,0,23,7,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
508,BS813-105,11357,Half,B,254,2,2,24,3,0,1,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
509,BS813-107,11359,Full,B,255,1,19,11,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
510,BS813-107,11359,Full,B,255,2,24,6,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
511,BS813-108,11360,Half,B,256,1,15,14,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
512,BS813-108,11360,Half,B,256,2,14,15,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
513,BS813-109,11361,Half,B,257,1,7,17,4,2,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
514,BS813-109,11361,Half,B,257,2,5,20,2,2,1,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
515,BS813-110,11362,Full,B,258,1,0,25,3,0,0,2,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
516,BS813-110,11362,Full,B,258,2,5,19,6,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
517,BS813-111,11363,Full,B,259,1,12,18,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
518,BS813-111,11363,Full,B,259,2,13,17,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
519,BS813-112,11364,Half,B,260,1,0,19,10,0,0,1,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
520,BS813-112,11364,Half,B,260,2,0,23,7,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
521,BS813-113,11365,Full,B,261,1,13,16,0,0,1,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
522,BS813-113,11365,Full,B,261,2,17,10,0,1,1,1,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
523,BS813-115,11367,Full,B,262,1,5,24,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
524,BS813-115,11367,Full,B,262,2,4,25,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
525,BS813-116,11368,Half,B,263,1,12,18,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
526,BS813-116,11368,Half,B,263,2,14,16,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
527,BS813-117,11369,Half,B,264,1,1,23,6,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
528,BS813-117,11369,Half,B,264,2,4,20,6,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
529,BS813-118,11370,Full,B,265,1,3,25,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
530,BS813-118,11370,Full,B,265,2,4,25,0,0,1,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
531,BS814-119,11371,Half,B,266,1,13,17,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
532,BS814-119,11371,Half,B,266,2,12,18,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
533,BS814-120,11372,Full,B,267,1,2,27,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
534,BS814-120,11372,Full,B,267,2,1,27,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
535,BS814-121,11373,Full,B,268,1,4,25,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
536,BS814-121,11373,Full,B,268,2,4,26,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
537,BS814-122,11374,Half,B,269,1,11,18,0,0,0,1,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
538,BS814-122,11374,Half,B,269,2,10,20,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
539,BS814-123,11375,Half,B,270,1,1,26,3,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
540,BS814-123,11375,Half,B,270,2,2,27,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
541,BS814-124,11376,Half,B,271,1,4,25,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
542,BS814-124,11376,Half,B,271,2,5,25,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
543,BS814-125,11377,Half,B,272,1,4,23,2,1,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
544,BS814-125,11377,Half,B,272,2,12,17,0,0,0,1,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
545,BS814-126,11378,Full,B,273,1,9,17,2,1,0,1,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
546,BS814-126,11378,Full,B,273,2,6,18,4,1,0,1,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
547,BS814-127,11379,Full,B,274,1,12,18,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
548,BS814-127,11379,Full,B,274,2,15,15,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
549,BS814-129,11381,Half,B,275,1,5,21,3,1,1,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
550,BS814-129,11381,Half,B,275,2,6,22,1,0,0,1,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
551,BS814-130,11382,Full,B,276,1,18,12,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
552,BS814-130,11382,Full,B,276,2,14,16,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
553,BS814-131,11383,Half,B,277,1,1,22,3,1,1,2,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
554,BS814-131,11383,Half,B,277,2,5,17,4,0,0,4,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
555,BS814-132,11384,Full,B,278,1,12,17,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
556,BS814-132,11384,Full,B,278,2,16,14,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
557,BS814-133,11385,Half,B,279,1,7,21,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
558,BS814-133,11385,Half,B,279,2,11,16,3,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
559,BS814-134,11386,Half,B,280,1,6,21,1,1,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
560,BS814-134,11386,Half,B,280,2,8,21,0,0,0,1,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
561,BS814-135,11387,Full,B,281,1,6,24,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
562,BS814-135,11387,Full,B,281,2,10,19,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
563,BS814-136,11388,Half,B,282,1,2,24,2,0,1,1,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
564,BS814-136,11388,Half,B,282,2,4,24,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
565,BS814-137,11389,Half,B,283,1,14,16,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
566,BS814-137,11389,Half,B,283,2,15,15,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
567,BS814-138,11390,Full,B,284,1,12,18,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
568,BS814-138,11390,Full,B,284,2,8,20,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
569,BS814-139,11391,Full,B,285,1,2,28,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
570,BS814-139,11391,Full,B,285,2,9,21,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
571,BS814-140,11392,Full,B,286,1,0,29,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
572,BS814-140,11392,Full,B,286,2,3,26,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
573,BS906-2,11394,Half,B,287,1,9,21,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
574,BS906-2,11394,Half,B,287,2,10,20,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
575,BS906-3,11395,Half,B,288,1,16,13,2,0,0,1,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
576,BS906-3,11395,Half,B,288,2,13,17,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
577,BS906-4,11396,Half,B,289,1,10,18,0,0,0,2,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
578,BS906-4,11396,Half,B,289,2,22,7,0,0,0,1,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
579,BS906-5,11397,Half,B,290,1,3,27,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
580,BS906-5,11397,Half,B,290,2,8,22,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
581,BS906-6,11398,Half,B,291,1,4,25,0,1,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
582,BS906-6,11398,Half,B,291,2,5,22,2,1,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
583,BS906-7,11399,Full,B,292,1,2,26,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
584,BS906-7,11399,Full,B,292,2,3,27,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
585,Check 1-Flavia,11400,Full,C,293,1,11,19,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
586,Check 1-Flavia,11400,Full,C,293,2,11,18,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
587,Check 2-Scala,11401,Full,C,294,1,19,11,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
588,Check 2-Scala,11401,Full,C,294,2,12,18,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
589,Check 3-DH130910,11402,Full,C,295,1,2,26,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
590,Check 3-DH130910,11402,Full,C,295,2,3,26,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
591,Check 4-SY Tepee,11403,Full,C,296,1,12,15,3,0,0,1,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
592,Check 4-SY Tepee,11403,Full,C,296,2,11,18,0,0,0,1,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
593,Check 5-Wintmalt,11404,Full,C,297,1,NA,NA,NA,NA,NA,NA,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
594,Check 5-Wintmalt,11404,Full,C,297,2,NA,NA,NA,NA,NA,NA,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
595,BS906-8,11405,Half,B,298,1,8,22,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
596,BS906-8,11405,Half,B,298,2,12,18,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
597,BS906-9,11406,Full,B,299,1,0,28,1,0,0,1,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
598,BS906-9,11406,Full,B,299,2,3,25,1,1,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
599,BS906-10,11407,Full,B,300,1,6,23,0,1,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
600,BS906-10,11407,Full,B,300,2,8,21,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
601,BS908-11,11408,Half,B,301,1,12,17,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
602,BS908-11,11408,Half,B,301,2,13,17,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
603,BS908-12,11409,Full,B,302,1,12,18,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
604,BS908-12,11409,Full,B,302,2,11,18,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
605,BS908-13,11410,Full,B,303,1,3,25,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
606,BS908-13,11410,Full,B,303,2,1,25,4,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
607,BS908-14,11411,Full,B,304,1,2,26,1,0,0,1,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
608,BS908-14,11411,Full,B,304,2,3,26,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
609,BS908-15,11412,Half,B,305,1,11,18,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
610,BS908-15,11412,Half,B,305,2,11,15,3,1,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
611,BS908-16,11413,Full,B,306,1,4,23,2,1,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
612,BS908-16,11413,Full,B,306,2,6,24,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
613,BS908-17,11414,Half,B,307,1,7,22,0,1,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
614,BS908-17,11414,Half,B,307,2,4,24,1,0,0,1,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
615,BS908-19,11416,Half,B,308,1,2,21,7,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
616,BS908-19,11416,Half,B,308,2,3,19,6,1,1,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
617,BS908-20,11417,Full,B,309,1,12,17,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
618,BS908-20,11417,Full,B,309,2,13,17,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
619,BS908-21,11418,Half,B,310,1,5,23,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
620,BS908-21,11418,Half,B,310,2,7,23,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
621,BS908-22,11419,Full,B,311,1,0,13,17,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
622,BS908-22,11419,Full,B,311,2,3,25,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
623,BS908-23,11420,Half,B,312,1,13,17,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
624,BS908-23,11420,Half,B,312,2,18,12,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
625,BS908-24,11421,Half,B,313,1,11,18,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
626,BS908-24,11421,Half,B,313,2,9,21,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
627,BS908-25,11422,Full,B,314,1,16,14,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
628,BS908-25,11422,Full,B,314,2,14,16,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
629,BS908-26,11423,Full,B,315,1,3,23,2,1,1,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
630,BS908-26,11423,Full,B,315,2,2,26,1,0,1,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
631,BS908-27,11424,Half,B,316,1,15,15,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
632,BS908-27,11424,Half,B,316,2,16,14,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
633,BS908-28,11425,Half,B,317,1,11,19,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
634,BS908-28,11425,Half,B,317,2,8,21,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
635,BS908-29,11426,Full,B,318,1,8,21,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Snyder,4,96,Winter DH Germination
636,BS908-29,11426,Full,B,318,2,9,17,4,0,0,0,,,,KK,KK,KK,KK,KK,2020,Snyder,4,96,Winter DH Germination
